FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
5896,Makanan Ringan,Makanan Ringan campuran trail reguler dengan chip coklat kacang asin dan Biji-Bijian,"6,60","484,00","14,20","31,90","2,30","44,90","5,00","23,88","109,00","3,39","161,00","387,00","648,00","121,00","3,14","0,84","1,06","15,40","1,30","0,41","0,22","4,41","0,96","0,26","52,00","31,00",,"10,00",,,,"6,00",,,"6,00","8,40",,,"6,50","6,09","13,03","10,87","4,00",USDA
5897,Makanan Ringan,Makanan Ringan campuran trail reguler dengan chip coklat kacang dan biji tawar,"6,60","484,00","14,20","31,90","2,30","44,90",,,"109,00","3,39","161,00","387,00","648,00","27,00","3,14","0,84","1,06",,"1,30","0,41","0,22","4,41","0,96","0,26","65,00",,,"44,00","13,00","1,00",,,,,,,,,,"6,10","13,54","11,29",,USDA
5898,Makanan Ringan,Makanan Ringan campuran trail teratur,"9,20","462,00","13,80","29,40","2,60","44,90",,,"78,00","3,05","158,00","345,00","685,00","229,00","3,22","0,99","1,03",,"1,40","0,46","0,20","4,71","0,90","0,30","71,00",,,"18,00","1,00",,,,,,,,,,,"5,55","12,53","9,65",,USDA
5899,Makanan Ringan,Makanan Ringan campuran trail teratur tawar,"9,20","462,00","13,80","29,40","2,60","44,90",,,"78,00","3,05","158,00","345,00","685,00","10,00","3,22","0,99","1,03",,"1,40","0,46","0,20","4,71","0,90","0,30","71,00",,,"18,00","1,00",,,,,,,,,,,"5,55","12,53","9,65",,USDA
5900,Makanan Ringan,Makanan Ringan campuran trail tropis,"9,00","442,00","6,30","17,10","2,00","65,60",,,"57,00","2,64","96,00","186,00","709,00","95,00","1,17","0,53","0,97",,"7,60","0,45","0,12","1,48","1,22","0,33","42,00",,,"49,00","2,00",,,,,,,,,,,"8,48","2,49","5,16",,USDA
5901,Makanan Ringan,Makanan Ringan Clif Bar Rasa Campuran,"11,00","346,00","14,71","5,88","2,65","65,44","7,40","31,62","368,00","6,62","147,00","294,00","412,00","195,00","4,41","0,44","2,15","20,60","88,20","0,55","0,38","4,41","2,21","0,59","118,00","46,00","1,32","20,00","1,00",,,"12,00",,,"37,00","0,24",,,"36,80","1,47","1,09","2,18",,USDA
5902,Makanan Ringan,Makanan Ringan Cornnuts rasa barbekyu,"1,60","436,00","9,00","14,30","3,40","71,70","8,40",,"17,00","1,70","109,00","283,00","286,00","600,00","1,88","0,14","0,49",,"0,40","0,35","0,14","1,51","0,37","0,19",,,,"338,00","17,00",,,,,,,,,,,"2,58","7,36","3,22",,USDA
5903,Makanan Ringan,Makanan Ringan daging sapi dihisap,"19,10","550,00","21,50","49,60","4,40","5,40",,,"68,00","3,40","21,00","180,00","257,00","1.531,00","2,42","0,13","0,09",,"6,80","0,14","0,44","4,54","0,33","0,21",,,"1,00","250,00","13,00",,,"150,00",,,,,,,,"20,80","20,47","4,42","133,00",USDA
5904,Makanan Ringan,Makanan Ringan dendeng dipotong dan dibentuk,"23,36","410,00","33,20","25,60","6,80","11,00","1,80","9,00","20,00","5,42","51,00","407,00","597,00","2.081,00","8,11","0,23","0,11","10,70",,"0,15","0,14","1,73","0,16","0,18","134,00","109,00","0,99",,,,,,,,,"0,49","0,30","11,00","2,30","10,85","11,31","1,01","48,00",USDA
5905,Makanan Ringan,Makanan Ringan Farley Candy Farley Fruit Snacks dengan Vitamin A C dan E,"14,70","341,00","4,40",,,"80,90",,,,,,,,"36,00",,,,,"90,30",,,,,,,,,"5.436,00",,,,,,,,,,,,,,,,USDA
5906,Makanan Ringan,Makanan Ringan Formulated Bar Luna Bar Nutz Over Chocolate,"9,38","403,00","20,75","12,19","5,19","52,49","4,30","16,90","886,00","14,20","329,00","785,00","412,00","386,00","9,72","1,41","2,59","62,50","68,00","0,12","3,00","37,10","15,90","2,40","1.057,00","42,00","6,40","1.251,00","374,00","374,00",,"2,00",,,"28,00","8,40","3,10","125,00","40,80","5,52","2,93","2,71",,USDA
5907,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Cocoavia Chocolate Almond Snack Bar,"22,90","347,00","7,72","14,19","3,00","51,68","5,20","27,03","1.209,00","2,21",,,,"260,00",,,,,"42,50",,,,,"0,91","182,00",,"2,73","32,00",,,,,,,,,,,,"4,33",,,"2,00",USDA
5908,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Cocoavia Chocolate Blueberry Snack Bar,"20,10","325,00","6,21","9,27","5,00","57,87","4,60","33,40","1.207,00","1,88",,,,"260,00",,,,,"42,40",,,,,"1,36","273,00",,"4,09","32,00",,,,,,,,,,,,"3,87",,,"2,00",USDA
5909,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Snickers Marathon Chewy Chocolate Peanut Bar,"12,90","396,00","24,29","13,12","3,00","47,24","2,50","32,86","965,00",,"255,00","455,00",,"462,00","9,55",,,,"144,40","2,73","3,09","36,36","18,18","3,64","727,00",,"10,91","3.637,00",,,,,,,,"24,55",,,,"4,73",,,"4,00",USDA
5910,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Snickers Marathon Double Chocolate Nut Bar,"14,00","343,00","22,35","8,99","3,00","52,47","10,50","22,67","1.495,00","17,95","317,00","566,00",,"333,00","13,57",,,,"176,20",,,"45,25","22,62","4,53","905,00",,"13,57","4.445,00",,,,,,,,"30,50",,,,"4,85",,,"4,00",USDA
5911,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Snickers Marathon Energy Bar All Flavors,"14,00","386,00","21,91","10,79","3,00","50,30","6,70","28,71","754,00","16,31","317,00","455,00","351,00","383,00","11,88","0,45","1,06","4,50","489,90","2,95","3,34","45,25","22,62","4,53","816,00","18,00","12,24","209,00","62,00","62,00",,,,,,"27,53","4,50","181,00","1,80","4,75","3,92","1,92","4,00",USDA
5912,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Snickers Marathon Honey Nut Oat Bar,"9,50","378,00","22,50","7,87","5,00","54,30","11,00","26,26",,"18,15","317,00",,,"318,00","11,88","0,45",,,"176,40","3,39","3,85","45,25","22,62","4,53","905,00",,"13,57","4.451,00",,,,,,,,"30,50","4,50","181,00",,"4,48",,,,USDA
5913,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Snickers Marathon Multigrain Crunch Bar,"7,99","422,00","18,49","13,18","3,07","57,27","2,80","33,04","953,00","14,67","255,00","455,00",,"418,00","9,55",,,,"144,30","2,73","3,09","36,36","18,18","3,64","727,00",,"10,91","3.182,00",,,,,,,,"24,57",,,,"4,79",,,"3,00",USDA
5914,Makanan Ringan,Makanan Ringan Formulated Bar Mars Snackfood Us Snickers Marathon Protein Performance Bar Caramel Nut Rush,"9,00","415,00","25,00","12,50","3,00","50,50","12,50","28,75","625,00","10,13","175,00","375,00","188,00","238,00","6,56","0,98","1,32","3,90","75,00","1,88","2,13","25,00","12,50","2,50","500,00","2,00","7,50","2.188,00","652,00","651,00",,"10,00",,,,"16,88","3,80","150,00","10,40","6,25","2,65","2,89","6,00",USDA
5915,Makanan Ringan,Makanan Ringan Formulated Bar Power Bar Cokelat,"9,83","363,00","14,15","3,11","3,28","69,63","5,70","30,07","504,00","11,70","248,00","614,00","362,00","308,00","9,96","1,43","1,61","7,80","92,30","8,06","1,92","32,60","15,90","2,20","615,00","18,00","5,60",,,,,,,,,"8,28",,,"1,10","1,32","1,05","0,59",,USDA
5916,Makanan Ringan,Makanan Ringan Formulated Bar serat tinggi kenyal gandum dan cokelat,"12,04","350,00","5,00","10,00","3,14","69,78","22,50","25,00","250,00","0,90","190,00","419,00","447,00","350,00","1,96","0,26","3,41","8,90","1,20","0,69","0,09","7,90","1,76","0,96","35,00","12,00",,,,,,,,,"65,00","1,47",,,"2,60","3,40","3,52","2,33",,USDA
5917,Makanan Ringan,Makanan Ringan Formulated Bar SlimFast Optima Meal Bar kacang coklat susu,"10,87","386,00","16,19","8,92","3,81","60,21","5,10","25,00","668,00","4,98","250,00","673,00","289,00","253,00","5,73","0,28","0,74","46,70","96,60","1,70","1,90","21,20","10,10","2,10","430,00","41,00","7,90","3.133,00","940,00","940,00",,,,,,"6,00","5,40","214,00","129,30","5,36","2,43","1,13","7,00",USDA
5918,Makanan Ringan,Makanan Ringan Formulated Bar South Beach Protein Bar,"12,16","412,00","30,34","15,17","3,93","38,40","7,30","15,17","322,00","5,40","71,00","445,00","793,00","436,00","2,39","0,85","1,02","9,00","27,90","0,18","0,44","1,27","1,99","0,23","184,00","108,00","0,61","6.720,00","391,00","66,00",,"3.901,00",,,"11.713,00","4,61",,,"350,60","3,38","4,29","5,33","3,00",USDA
5919,Makanan Ringan,Makanan Ringan Formulated Bar Zone Perfect Classic Crunch Bar Rasa Campuran,"7,00","422,00","30,00","14,00","4,00","45,00","2,00","27,00","200,00","3,60","80,00","300,00","250,00","520,00","7,50","0,77","0,85","3,90","120,00","0,75","1,70","20,00","5,00","2,00","160,00","73,00","4,20","3.500,00","1.050,00","1.050,00",,,,,"2,00","24,00",,,"1,60","4,50","3,83","4,80","8,00",USDA
5920,Makanan Ringan,Makanan Ringan fritolay sunchips camilan multigrain rasa asli,"2,04","491,00","7,95","21,11","1,63","67,26","8,80","7,20","20,00","1,74","76,00","222,00","232,00","423,00","1,65","0,23","1,31","12,20",,"0,14","0,02","2,10","0,90","0,20","25,00","15,00",,"65,00","3,00",,"19,00","29,00",,,"441,00","7,04",,,"2,40","2,17","11,50","6,51",,USDA
5921,Makanan Ringan,Makanan Ringan fritolay sunchips multigrain panen cheddar,"2,50","491,00","8,08","22,22","2,50","64,70","8,10","7,05","41,00","1,41","61,00","245,00","238,00","705,00","1,34",,,,"0,90","0,17","0,12","1,98",,"0,27",,,,"222,00","22,00",,,,,,,,,,,"2,89","12,56","6,63",,USDA
5922,Makanan Ringan,Makanan Ringan fritolay sunchips multigrain rasa bawang Prancis,"2,04","496,00","8,68","22,15","1,63","65,49","7,80","8,82","42,00","1,55","67,00","215,00","257,00","467,00","1,38",,,,"0,90","0,19","0,02","2,40",,"0,29","18,00",,,,,,,,,,,,,,,"2,47","12,70","6,51",,USDA
5923,Makanan Ringan,Makanan Ringan General Mills Betty Crocker Buah Roll Up Berry Rasa dengan Vitamin C,"10,20","373,00","0,10","3,50","1,00","85,20",,"38,70",,,,,,"317,00",,,,"3,20","120,00",,,,,,,,,,,,,,,,,,,,,"0,99","1,72","0,09",,USDA
5924,Makanan Ringan,Makanan Ringan gigitan granola rasa campuran,"7,88","451,00","7,17","17,50","1,12","66,27","5,70","30,00","41,00","1,56","69,00","216,00","285,00","167,00","1,92","0,25","1,68","20,00","0,20","0,20","0,15","2,32","0,45","0,14","33,00","31,00","0,07","10,00","2,00","2,00",,"3,00",,,"82,00","2,51",,"1,00","9,10","9,89","3,19","2,55",,USDA
5925,Makanan Ringan,Makanan Ringan granola bar berisi buah tanpa lemak,"13,70","342,00","5,90","0,90","1,90","77,60","7,40","45,24","3,00","4,00","50,00","122,00","220,00","16,00","1,42","0,23",,"8,30","1,70","0,03","0,07","0,40",,"1,59","316,00","23,00","0,18","28,00","1,00",,,"12,00","9,00",,"113,00","0,22",,,"1,30","0,20","0,24","0,35",,USDA
5926,Makanan Ringan,Makanan Ringan granola bar dengan kelapa dilapisi cokelat,"6,10","531,00","5,20","32,20","1,30","55,20","6,20","34,27","42,00","1,75","56,00","154,00","254,00","152,00","1,17","0,32",,"16,40","0,50","0,14","0,08","0,42",,"0,12","9,00","13,00","0,07",,,,,,,,"48,00","0,30",,,"1,40","22,72","4,97","3,10",,USDA
5927,Makanan Ringan,Makanan Ringan granola bar hard chocolate chip,"2,40","438,00","7,30","16,30","1,80","72,10","4,40",,"77,00","3,05","72,00","204,00","251,00","344,00","1,93","0,26","1,51","12,50","0,10","0,18","0,10","0,56","0,51","0,06","13,00",,"0,01","42,00","2,00",,,,,,,,,,,"11,41","2,63","1,27",,USDA
5928,Makanan Ringan,Makanan Ringan Granola Bar Kashi Golean Kenyal Rasa Campuran,"9,23","390,00","16,67","7,69","2,99","63,42","7,70","42,31","103,00","1,62","321,00","255,00","429,00","321,00","1,40","0,38","0,56","11,30","0,40","0,14","0,15","0,68","0,50","0,10","39,00","48,00","0,16","63,00","17,00","16,00",,"5,00","1,00",,"43,00","0,81","0,20","7,00","3,60","3,23","2,56","1,23","6,00",USDA
5929,Makanan Ringan,Makanan Ringan Granola Bar Kashi Golean Renyah Rasa Campuran,"9,43","393,00","17,88","9,23","3,89","59,58","5,90","27,30","434,00","5,20","86,00","263,00","300,00","486,00","4,83","0,79","1,11","6,10","19,30","0,26","0,18","1,89","0,32","1,07","215,00","44,00","3,22","179,00","50,00","50,00","3,00","7,00",,,"64,00","10,27",,,"1,70","4,69","2,50","1,27",,USDA
5930,Makanan Ringan,Makanan Ringan Granola Bar Kashi Tlc Bar Rasa Kenyal dan Campuran,"9,34","429,00","18,57","15,71","3,11","53,26","11,40","17,14",,"3,39","107,00","271,00","415,00","293,00","1,60","0,51","0,78","9,10",,"0,12","0,29","1,16","0,39","0,06","45,00","47,00",,"8,00","2,00","1,00",,"1,00","1,00",,"38,00","7,14",,,"2,70","1,21","9,49","4,18",,USDA
5931,Makanan Ringan,Makanan Ringan Granola Bar Kashi Tlc Bar Rasa Renyah dan Campuran,"2,74","446,00","15,00","15,00","4,48","62,78","10,00","20,00",,"2,70","97,00","333,00","545,00","400,00","2,86","0,68","3,14","18,90",,"0,49","0,16","2,40","0,98","0,54","81,00","26,00",,"17,00","1,00",,"4,00","8,00",,,"73,00","2,30",,,"9,80","1,44","7,93","5,01",,USDA
5932,Makanan Ringan,Makanan Ringan granola bar kenyal gula berkurang semua rasa,"11,65","412,00","5,55","12,50","0,90","69,40","3,10","20,80","417,00","2,03","48,00","159,00","199,00","312,00","1,34","0,16","1,13","5,70","0,10","0,19","0,12","1,05","0,42","0,09","17,00","16,00","0,09","1,00",,,,"1,00",,,"47,00","1,52",,,"2,30","5,01","5,30","1,44",,USDA
5933,Makanan Ringan,Makanan Ringan granola bar keras polos,"3,90","471,00","10,10","19,80","1,90","64,40","5,30","28,57","61,00","2,95","97,00","277,00","336,00","294,00","2,03","0,39","1,78","16,20","0,90","0,26","0,12","1,58","0,81","0,09","23,00","22,00",,"33,00","2,00",,"6,00","17,00",,,"189,00","2,09",,,"14,60","2,37","4,38","12,05",,USDA
5934,Makanan Ringan,Makanan Ringan granola bar lunak tidak dilapisi kacang dan kismis,"6,10","454,00","8,00","20,40","1,90","63,60","5,60",,"84,00","2,18","91,00","241,00","392,00","254,00","1,60","0,38","1,20","15,40",,"0,19","0,19","2,61","0,43","0,12","30,00",,"0,24","41,00","2,00",,,,,,,,,,,"9,54","4,22","5,52",,USDA
5935,Makanan Ringan,Makanan Ringan Granola Bar Mills Umum Alami Valley Manis & Nut Salty Kacang,"3,70","487,00","9,14","22,86","2,76","61,14","2,90","33,14","57,00","1,44","102,00","272,00","390,00","414,00","1,77","0,34","1,16","10,00","0,30","0,36","0,53","3,41","0,64","0,32","55,00","49,00","0,25","473,00","142,00","142,00",,,,,"9,00","6,89",,,"11,70","6,86","9,08","5,14",,USDA
5936,Makanan Ringan,Makanan Ringan Granola Bar Mills Umum Alam Valley dengan Lapisan Yogurt,"7,18","423,00","5,71","11,43","1,43","74,29","4,40","40,00","286,00","1,03","62,00","191,00","168,00","271,00","1,58","0,17","1,30","12,30",,"0,91","0,54","7,30","0,50","0,71","126,00","20,00","0,01","1.582,00","475,00","475,00",,,,,,"1,70",,,"6,90","1,37","6,37","3,48",,USDA
5937,Makanan Ringan,Makanan Ringan Granola Bar Mills Umum Alam Valley Mix Trail Chewy,"9,30","415,00","5,71","11,43","1,29","72,27","3,80","42,86","116,00","8,71","63,00","168,00","189,00","185,00","1,35","0,23","1,06","10,50","0,10","0,64","0,39","5,44","0,42","0,52","92,00","29,00",,"1.007,00","302,00","302,00",,"1,00",,,,"2,66",,,"7,50","1,44","4,59","4,03",,USDA
5938,Makanan Ringan,Makanan Ringan Granola Bar Oatmeal Quaker To Go Semua Rasa,"9,86","389,00","6,67","6,67","1,33","75,47","4,60","31,54","333,00","6,00","69,00","167,00","238,00","367,00","1,42","0,17","1,55","16,00","0,90","0,50","0,57","6,67","0,63","0,67","75,00","47,00","0,08","793,00","236,00","235,00","2,00","3,00","1,00",,"58,00","2,25","0,10","4,00","6,90","1,30","1,53","2,56","36,00",USDA
5939,Makanan Ringan,Makanan Ringan Granola Bar Quaker Dipps Semua Rasa,"5,56","480,00","7,52","20,42","1,55","64,96","3,20","37,61","65,00","1,16","55,00","162,00","231,00","269,00","1,20","0,22","1,14","14,60","0,30","0,13","0,10","1,01","0,39","0,12","12,00","20,00","0,06","15,00","4,00","4,00",,"1,00",,,"43,00","4,19","0,10","3,00","2,00","8,69","3,50","7,05",,USDA
5940,Makanan Ringan,Makanan Ringan Granola Bar Quaker Kenyal 90 Calorie Bar,"6,23","408,00","4,17","8,33","2,10","79,17","4,20","29,17","333,00","1,50","71,00","152,00","224,00","313,00","1,23","0,31","1,39","10,10","0,50","0,19","0,08","1,06","0,51","0,12","17,00","24,00","0,03","54,00","3,00",,"1,00","32,00",,,"32,00","2,23",,,"2,80","2,08","2,95","1,93",,USDA
5941,Makanan Ringan,Makanan Ringan granola batangan soft almond pelapis manisan,"8,74","455,00","8,60","20,00","2,53","60,13","4,30","34,00","136,00","1,49","95,00","192,00","320,00","486,00","1,41","0,34","0,93","6,50","0,20","0,10","0,36","1,32","0,38","0,07","18,00","27,00","0,14","19,00","5,00","5,00",,"1,00",,,"15,00","7,60",,,"1,50","5,67","9,49","3,64",,USDA
5942,Makanan Ringan,Makanan Ringan granola keras almond,"3,10","495,00","7,70","25,50","1,60","62,00","4,80",,"32,00","2,50","81,00","228,00","273,00","256,00","1,58","0,13","1,37","15,00",,"0,28","0,07","0,61","0,47","0,05","12,00",,,"37,00","2,00",,,,,,,,,,,"12,51","7,74","3,76",,USDA
5943,Makanan Ringan,Makanan Ringan granola keras selai kacang,"2,30","483,00","9,80","23,80","1,70","62,30","2,90",,"41,00","2,40","55,00","139,00","291,00","283,00","1,25","0,22","0,92","15,00","0,20","0,21","0,09","1,97","0,39","0,10","18,00",,,"16,00","1,00",,,,,,,,,,,"3,20","7,00","12,08",,USDA
5944,Makanan Ringan,Makanan Ringan granola lembut dilapisi lapisan cokelat susu keping cokelat,"3,60","466,00","5,80","24,90","1,50","63,80","3,40",,"103,00","2,33","66,00","199,00","313,00","200,00","1,30","0,35","0,93",,,"0,09","0,25","0,72","0,51","0,10","26,00",,"0,57","39,00","7,00","5,00",,,,,,,,,,"14,22","7,77","1,82","5,00",USDA
5945,Makanan Ringan,Makanan Ringan granola lembut dilapisi lapisan cokelat susu selai kacang,"3,20","508,00","10,20","31,10","1,90","53,40","2,80","23,74","108,00","1,45","67,00","227,00","339,00","193,00","1,47","0,32","1,35","13,10","0,60","0,10","0,21","3,29","0,53","0,11","25,00","25,00",,"25,00","5,00","5,00",,"6,00",,,"33,00","4,17",,,"13,20","17,01","6,54","1,90","12,00",USDA
5946,Makanan Ringan,Makanan Ringan granola lembut tidak dilapisi keping coklat,"6,45","418,00","5,65","16,57","1,14","70,20","3,80","28,92","41,00","2,19","64,00","176,00","237,00","251,00","1,30","0,27","1,26","11,10",,"0,17","0,08","0,77","0,34","0,07","16,00","17,00",,,,,,,,,,"0,31",,,"16,40","6,06","6,97","1,58",,USDA
5947,Makanan Ringan,Makanan Ringan granola lembut tidak dilapisi keping coklat graham dan marshmallow,"6,00","427,00","6,10","15,50","1,60","70,80","4,00",,"89,00","2,57","71,00","202,00","275,00","316,00","1,30","0,28","1,28","15,40",,"0,14","0,15","1,00","0,38","0,05","21,00",,,"47,00","2,00",,,,,,,,,,,"9,18","2,92","2,55",,USDA
5948,Makanan Ringan,Makanan Ringan granola lembut tidak dilapisi kismis,"6,40","448,00","7,60","17,80","1,80","66,40","4,20",,"101,00","2,44","72,00","220,00","362,00","282,00","1,30","0,28","1,26","15,70",,"0,23","0,16","1,10","0,48","0,10","21,00",,"0,18",,,,,,,,,,,,,"9,57","2,84","3,21",,USDA
5949,Makanan Ringan,Makanan Ringan granola lembut tidak dilapisi polos,"6,40","443,00","7,40","17,20","1,70","67,30","4,60",,"105,00","2,56","74,00","230,00","325,00","278,00","1,50","0,27","1,53","16,20",,"0,30","0,17","0,52","0,52","0,10","24,00",,"0,39",,,,,,,,,,,,,"7,25","3,82","5,32",,USDA
5950,Makanan Ringan,Makanan Ringan granola lembut tidak dilapisi selai kacang,"7,30","426,00","10,50","15,80","2,10","64,40","4,30",,"91,00","2,13","86,00","250,00","291,00","409,00","1,86","0,66","1,40","18,90",,"0,23","0,15","3,14","0,54","0,10","32,00",,"0,20","14,00","2,00","1,00",,,,,,,,,,"3,65","6,59","4,27",,USDA
5951,Makanan Ringan,Makanan Ringan granola lembut tidak dilapisi selai kacang dan keping cokelat,"5,90","432,00","9,80","20,00","2,00","62,20","4,20",,"80,00","1,94","88,00","262,00","377,00","328,00","1,70","0,40","1,35",,,"0,12","0,12","3,15","0,53","0,10","33,00",,"0,45","12,00","2,00","1,00",,,,,,,,,,"5,59","8,36","4,61","1,00",USDA
5952,Makanan Ringan,Makanan Ringan kacang polong panggang rasa wasabi,"6,93","432,00","14,11","14,11","2,65","62,20","3,80","14,11","123,00","3,80","102,00","270,00","732,00","300,00","3,31","0,44","1,25","7,20",,"0,61","0,31","5,06","0,48","0,55","138,00","58,00",,"1.537,00","77,00",,"42,00","901,00",,,"4.930,00","2,31",,,"50,30","5,29","5,79","1,95",,USDA
5953,Makanan Ringan,Makanan Ringan Kellogg's Bar Sereal dan Pasta dan Pasta NutriGrain Buah,"16,70","365,00","4,22","8,67","2,80","67,61","3,00","28,98","576,00","6,14","37,00","134,00","247,00","354,00","5,24","0,14","1,00","5,60","7,80","1,15","2,07","19,27","0,41","1,83","14,00","45,00",,"2.027,00","604,00","603,00","4,00","8,00","2,00",,"37,00","0,93",,,"15,30","1,44","1,99","4,54",,USDA
5954,Makanan Ringan,Makanan Ringan Kellogg Bar Granola Rendah Lemak Kellogg Almond Renyah / Gula Merah,"5,00","390,00","8,00","7,40","1,60","78,00","6,20",,"35,00","8,60","87,00","248,00","249,00","291,00","2,20","0,70","1,80",,,"0,70","0,80","9,50","0,67","1,00",,,,"2.381,00","713,00","713,00",,,,,,,,,,"1,10","1,80","4,50",,USDA
5955,Makanan Ringan,Makanan Ringan Kellogg Krispies Beras Padi Kellogg,"5,90","414,00","3,40","9,00","1,20","80,50",,"19,36","3,00","2,20","13,00","42,00","39,00","351,00","0,50","0,10","1,60","11,00",,"0,70","0,80","9,10",,"0,90","241,00",,,"900,00","270,00","270,00",,,,,,,,,,"1,40","2,50","5,10",,USDA
5956,Makanan Ringan,Makanan Ringan keripik bagel polos,"5,05","451,00","12,34","15,14","1,10","66,36","4,10","6,02","24,00","5,05","39,00","131,00","140,00","233,00","1,00","0,17","0,67","36,20",,"0,52","0,34","7,66","0,47","0,12","142,00","18,00",,,,,,,,,"14,00","0,81",,,"5,20","6,84","6,05","2,09",,USDA
5957,Makanan Ringan,Makanan Ringan keripik kedelai atau keripik asin,"8,50","385,00","26,50","7,35","4,50","53,15","3,50","1,80","171,00","5,20","170,00","7,00","7,00","842,00","1,50","2,46","2,04","12,10",,"0,33","0,35","2,98","1,40","0,51","240,00","111,00",,,,,,,,,,"1,01",,,"11,90","1,10","1,66","4,02",,USDA
5958,Makanan Ringan,Makanan Ringan keripik kentang manis tawar,"4,51","532,00","2,94","32,35","3,38","56,82","8,80","8,82","59,00","2,12","65,00","145,00","925,00","35,00","0,53","0,41","1,35","2,10",,"0,09","0,16","2,09","1,55","0,54","37,00","37,00",,"23.675,00","1.184,00",,,"14.205,00",,,,"9,82",,,"24,50","2,94","9,16","12,22",,USDA
5959,Makanan Ringan,Makanan Ringan keripik kentang asin ringan,"1,35","560,00","6,72","35,39","3,00","53,54","4,20","0,34","24,00","1,43","62,00","148,00","1.304,00","187,00","1,51","0,30","0,48","7,80","27,30","0,16","0,17","5,48","0,82","0,65","58,00","12,00",,,,,,,,,,"7,72",,,"22,10","5,49","14,94","12,42",,USDA
5960,Makanan Ringan,Makanan Ringan keripik kentang bebas lemak asin,"2,00","379,00","9,64","0,60","4,00","83,76","7,50","3,69","35,00","3,57","70,00","167,00","1.628,00","643,00","0,74","0,17",,"8,10","9,30","1,08","0,12","6,45",,"0,80","45,00","54,00",,"11,00","1,00",,,"7,00",,,"39,00","0,04",,,"9,10","0,15","0,02","0,26",,USDA
5961,Makanan Ringan,Makanan Ringan keripik kentang bebas lemak dibuat dengan olestra,"2,00","274,00","7,74","0,70","4,57","65,00","6,80",,"35,00","2,40","69,00","174,00","1.160,00","554,00","3,50","0,44","0,77","0,90","28,30","0,33","0,05","4,37","0,98","0,16","83,00","39,00",,,,,,,,,,,,,,"0,24","0,18","0,30",,USDA
5962,Makanan Ringan,Makanan Ringan keripik kentang mengurangi lemak,"1,00","471,00","7,10","20,80","4,10","66,90","5,90","0,22","21,00","1,35","89,00","193,00","1.744,00","492,00","0,07","0,60","0,44","8,10","25,70","0,21","0,27","7,00","0,27","0,67","27,00","45,00",,,,,,,,,,"5,47",,,"13,30","4,16","4,80","10,94",,USDA
5963,Makanan Ringan,Makanan Ringan keripik kentang polos asin,"1,86","532,00","6,39","33,98","3,94","53,83","3,10","0,33","21,00","1,28","63,00","153,00","1.196,00","527,00","1,09","0,23","0,43","2,50","21,60","0,21","0,09","4,76","0,96","0,53","29,00","12,00",,,,,,,,,,"10,45",,,"22,10","3,40","18,96","8,28",,USDA
5964,Makanan Ringan,Makanan Ringan keripik kentang polos dibuat dengan minyak kedelai terhidrogenasi parsial asin,"1,90","536,00","7,00","34,60","3,60","52,90","4,80",,"24,00","1,63","67,00","165,00","1.275,00","594,00","1,09","0,31","0,44","8,10","31,10","0,17","0,20","3,83","0,40","0,66","45,00",,,,,,,,,,,,,,,"5,43","18,00","9,16",,USDA
5965,Makanan Ringan,Makanan Ringan keripik kentang polos dibuat dengan minyak kedelai terhidrogenasi sebagian tawar,"1,90","536,00","7,00","34,60","3,60","52,90","4,80",,"24,00","1,63","67,00","165,00","1.275,00","8,00","1,09","0,31","0,44","8,10","31,10","0,17","0,20","3,83","0,40","0,66","45,00",,,,,,,,,,,,,,,"5,43","18,00","9,16",,USDA
5966,Makanan Ringan,Makanan Ringan keripik kentang polos tawar,"1,90","536,00","7,00","34,60","3,60","52,90","4,80","0,22","24,00","1,63","67,00","165,00","1.275,00","8,00","1,09","0,31","0,44","8,10","31,10","0,17","0,20","3,83","0,40","0,66","45,00","38,00",,,,,,,,,,"9,11",,,"22,10","10,96","9,84","12,17",,USDA
5967,Makanan Ringan,Makanan Ringan keripik kentang putih direstrukturisasi dipanggang,"1,40","469,00","5,00","18,20","3,98","71,40","4,80","5,01","125,00","0,80","43,00","274,00","721,00","554,00","0,45","0,10",,"8,10",,"0,34","0,07","4,09",,"0,51",,"32,00",,,,,,,,,,"2,18",,,"7,20","2,63","9,91","4,23",,USDA
